product_id,group_id,group_name,img_path,product_title,product_description,attribute1,attribute2,attribute3,attribute4,attribute5,attribute6,attribute7,attribute8,attribute9,attribute10
92,9,Paslanmaz Grubu,../urun-resimleri/acilaraba2.png,Acil Müdahale Arabası, "Paslanmaz çelikten üretilen acil müdahale arabası", "Sağlam ve güvenli yapı", "Acil durumlar için tasarlanmış işlevsel düzenleme alanları", "Hızlı ve güvenli taşınabilirlik", "Sağlık profesyonelleri için ideal çözüm", "", "", "", "", ""
93,9,Paslanmaz Grubu,../urun-resimleri/anesteziaraba.png,İlaç ve Anestezi Arabası, "İlaç ve anestezi ekipmanlarını taşıyan paslanmaz araba", "Geniş depolama alanı", "Anestezi işlemleri için yüksek düzenleme kapasitesi", "Hızlı ve güvenli taşınabilirlik", "Hastaneler ve klinikler için ideal", "", "", "", "", ""
94,9,Paslanmaz Grubu,../urun-resimleri/anesteziaraba2.png,İlaç ve Anestezi Arabası, "Anestezi ve ilaç taşıma arabası", "Paslanmaz çelik dayanıklılığı", "Kritik tıbbi ekipmanların güvenli taşınması", "Ergonomik tasarım", "Sağlık kurumları için yüksek verimlilik", "", "", "", "", ""
101,10,Bipolar Monopolar ve Nötr Plak Koter Kabloları,../urun-resimleri/pensetkablo.png,Marka Bağımsız Bipolar Kama (EUROPAN) Penset Kabloları, "Bipolar elektrokoter için yüksek kaliteli penset kablosu", "EUROPAN uyumlu", "Hassas ve güvenilir kesim performansı", "Marka bağımsız, geniş cihaz uyumluluğu", "Cerrahi uygulamalarda etkili sonuçlar", "", "", "", "", ""
102,10,Bipolar Monopolar ve Nötr Plak Koter Kabloları,../urun-resimleri/pensetkablo2.png,Marka Bağımsız Bipolar Kama (EUROPAN) Penset Kabloları, "EUROPAN cihazları için uygun bipolar kama penset kablosu", "Yüksek iletkenlik", "Cerrahi işlemlerde güvenilir performans", "Dayanıklı yapı", "Farklı cihazlarla uyumlu kullanım", "", "", "", "", ""
103,10,Bipolar Monopolar ve Nötr Plak Koter Kabloları,../urun-resimleri/pensetkablo3.png,Marka Bağımsız Bipolar İğne (USA) Penset Kabloları, "USA uyumlu bipolar iğne penset kablosu", "Cerrahi işlemlerde hassasiyet ve kontrol", "Bipolar elektrokoterle uyumlu", "Geniş kullanım alanı", "Sertifikalı, güvenli ve dayanıklı", "", "", "", "", ""
104,10,Bipolar Monopolar ve Nötr Plak Koter Kabloları,../urun-resimleri/pensetkablo4.png,Marka Bağımsız Bipolar İğne (USA) Penset Kabloları, "Yüksek performanslı bipolar iğne penset kablosu", "USA uyumlu", "Cerrahi uygulamalarda güvenilir ve etkili sonuçlar", "Dayanıklı malzeme", "Kolay kullanım ve uzun ömürlü", "", "", "", "", ""
105,10,Bipolar Monopolar ve Nötr Plak Koter Kabloları,../urun-resimleri/laparoskopi.png,Marka Bağımsız Monopolar Laparoskopi Penset Kabloları, "Laparoskopik cerrahi için monopolar penset kablosu", "Marka bağımsız kullanım", "Laparoskopik cihazlarla uyumlu", "Yüksek kaliteli malzeme", "Hassas cerrahi müdahaleler için ideal", "", "", "", "", ""
106,10,Bipolar Monopolar ve Nötr Plak Koter Kabloları,../urun-resimleri/laparoskopi2.png,Marka Bağımsız Monopolar Laparoskopi Penset Kabloları, "Monopolar laparoskopik penset kablosu", "Cerrahi işlemler için güvenilir", "Dayanıklı, esnek yapı", "Kolay kullanım ve uzun ömür", "Laparoskopik cerrahi alanında profesyonel kullanım", "", "", "", "", ""
107,10,Bipolar Monopolar ve Nötr Plak Koter Kabloları,../urun-resimleri/laparoskopi3.png,Marka Bağımsız Monopolar Laparoskopi Penset Kabloları, "Monopolar laparoskopik penset kablosu", "Yüksek kaliteli, esnek yapı", "Hassas cerrahi müdahaleler için uyumlu", "Laparoskopik cihazlarla tam uyum", "Uzun süreli kullanım ve dayanıklılık", "", "", "", "", ""
108,10,Bipolar Monopolar ve Nötr Plak Koter Kabloları,../urun-resimleri/notrplak.png,Nötr Plak Ara Kabloları, "Nötr plak ara kablosu", "Bipolar elektrokoter sistemleriyle uyumlu", "Cerrahi işlemlerde güvenli ve hızlı bağlantı", "Dayanıklı ve uzun ömürlü", "Farklı elektrokoter cihazlarıyla uyumlu", "", "", "", "", ""
109,10,Bipolar Monopolar ve Nötr Plak Koter Kabloları,../urun-resimleri/notrplak2.png,Nötr Plak Ara Kabloları, "Nötr plak ara kablosu", "Yüksek kalite, güvenilir bağlantı", "Elektrokoter sistemlerinde uyumlu kullanım", "Dayanıklı ve sağlam yapı", "Kolay bağlantı ve hızlı kullanım", "", "", "", "", ""
111,11,Bipolar Kama (EUROPEN) Soket Forceps,../urun-resimleri/soketforceps.png,Bipolar Kama (EUROPEN) Soket Forceps, "EUROPAN uyumlu bipolar kama soket forceps", "Cerrahi uygulamalarda güvenilir tutuş", "Yüksek kaliteli malzeme", "Bipolar elektrokoterle uyumlu", "Dayanıklı ve uzun ömürlü kullanım", "", "", "", "", ""
112,11,Bipolar Kama (EUROPEN) Soket Forceps,../urun-resimleri/soketforceps2.png,Bipolar Kama (EUROPEN) Soket Forceps, "EUROPAN cihazlarıyla uyumlu soket forceps", "Bipolar elektrokoterle sorunsuz uyum", "Hassas cerrahi uygulamalar için ideal", "Esnek ve dayanıklı yapı", "Kolay kullanım ve uzun ömürlü performans", "", "", "", "", ""
113,11,Bipolar Kama (EUROPEN) Soket Forceps,../urun-resimleri/soketforceps3.png,Bipolar İğne (USA) Soket Forceps, "USA uyumlu bipolar iğne soket forceps", "Cerrahi işlemler için hassas tutuş", "Bipolar elektrokoter cihazlarıyla uyumlu", "Yüksek kalite ve dayanıklılık", "Farklı cihazlarla kolayca uyum sağlar", "", "", "", "", ""
114,11,Bipolar Kama (EUROPEN) Soket Forceps,../urun-resimleri/soketforceps4.png,Bipolar İğne (USA) Soket Forceps, "USA uyumlu bipolar iğne soket forceps", "Cerrahi alanlarda güvenli ve etkili kullanım", "Yüksek kaliteli malzeme ve dayanıklılık", "Bipolar elektrokoter sistemleriyle uyumlu", "Kolay kullanımlı ve uzun ömürlü", "", "", "", "", ""
121,12,Laringoskop Setleri,../urun-resimleri/lset1.png,Modüler Fiber Optik Laringoskop Seti, "Modüler fiber optik laringoskop seti", "Yüksek kaliteli fiber optik ışık", "Modüler yapısıyla kolay kullanım", "Cerrahi müdahalelerde güvenilir görüntü", "Laringoskopik işlemlerde yüksek performans", "", "", "", "", ""
122,12,Laringoskop Setleri,../urun-resimleri/lset2.png,Modüler Fiber Optik Laringoskop Seti, "Fiber optik modüler laringoskop seti", "Yüksek çözünürlüklü görüntüleme", "Modüler yapıda kolayca monte edilir", "Cerrahi operasyonlarda etkili ışık sağlama", "Profesyonel kullanıma uygun", "", "", "", "", ""
123,12,Laringoskop Setleri,../urun-resimleri/lset3.png,Modüler Fiber Optik Laringoskop Seti, "Modüler fiber optik laringoskop seti", "Pratik montaj ve kullanım", "Yüksek kaliteli fiber optik aydınlatma", "Laringoskopik muayene için güvenilir", "Kullanıcı dostu tasarım", "", "", "", "", ""
124,12,Laringoskop Setleri,../urun-resimleri/lset4.png,Konvansiyonel Fiber Optik Laringoskop Seti, "Konvansiyonel fiber optik laringoskop seti", "Gelişmiş fiber optik ışık kaynağı", "Konvansiyonel laringoskop uygulamaları için ideal", "Hafif ve ergonomik tasarım", "Kolay kullanım, profesyonel sonuçlar", "", "", "", "", ""
125,12,Laringoskop Setleri,../urun-resimleri/lset5.png,Konvansiyonel Fiber Optik Laringoskop Seti, "Konvansiyonel fiber optik laringoskop seti", "Yüksek kaliteli fiber optik ışık", "Sabit ve güvenilir görüntüleme", "Cerrahi işlemlerde güçlü ışık kaynağı", "Kolay taşınabilir ve kullanışlı", "", "", "", "", ""
126,12,Laringoskop Setleri,../urun-resimleri/lset6.png,Flexible Fiber Optik Laringoskop Seti, "Esnek fiber optik laringoskop seti", "Esnek yapısıyla kolay kullanım", "Yüksek çözünürlükte ışık", "Sıkıntılı alanlarda kolay erişim", "Cerrahi ve acil müdahaleler için uygun", "", "", "", "", ""
131,13,Laringoskop Setleri,../urun-resimleri/laringoskop1.png,Laringoskop Setleri, "Profesyonel laringoskop seti", "Laringoskopik muayene ve müdahalelere uygun", "Yüksek kaliteli fiber optik ışık", "Ergonomik ve hafif tasarım", "Kullanımı kolay, güvenilir performans", "", "", "", "", ""
132,13,Laringoskop Setleri,../urun-resimleri/laringoskop2.png,Laringoskop Setleri, "Laringoskop seti", "Fiber optik ışıkla yüksek çözünürlük", "Cerrahi işlemler için güvenilir sonuçlar", "Ergonomik ve hafif kullanım", "Kolayca taşınabilir ve pratik", "", "", "", "", ""
133,13,Laringoskop Setleri,../urun-resimleri/laringoskop3.png,Laringoskop Setleri, "Laringoskop seti", "Yüksek kaliteli fiber optik ışık kaynağı", "Cerrahi müdahalelerde güvenilir performans", "Hafif ve pratik tasarım", "Kolay taşınabilir", "", "", "", "", ""
134,13,Laringoskop Setleri,../urun-resimleri/laringoskophandle.png,Laringoskop Handle, "Laringoskop tutacağı", "Laringoskopik muayene için güvenilir tutuş", "Ergonomik ve hafif yapı", "Kullanımı kolay", "Dayanıklı ve uzun ömürlü", "", "", "", "", ""
135,13,Laringoskop Setleri,../urun-resimleri/laringoskopampul.png,Laringoskop Ampul ve Fiber Kartuşlar, "Laringoskop ampul ve fiber kartuşlar", "Yüksek kaliteli ampul ve fiber optik kartuş", "Kolay değiştirme ve uzun ömür", "Laringoskopik aydınlatma için ideal", "Sağlam ve güvenilir performans", "", "", "", "", ""
141,14,Duvara Monte ve El Tipi Otoskop/Oftalmoskop Seti,../urun-resimleri/otoskop.png,Otoskop/Oftalmoskop Seti, "Duvara monte ve el tipi otoskop/ofthalmoskop seti", "Sağlık profesyonelleri için uygun", "Kullanımı kolay ve ergonomik tasarım", "Gelişmiş optik teknolojiler", "Farklı muayene gereksinimlerine uygun", "", "", "", "", ""
142,14,Duvara Monte ve El Tipi Otoskop/Oftalmoskop Seti,../urun-resimleri/oftalmoskop.png,Otoskop/Oftalmoskop Seti, "Otoskop ve oftalmoskop seti", "Hafif ve taşınabilir tasarım", "Gelişmiş aydınlatma özellikleri", "Sağlık taramaları için ideal", "Farklı tiplerdeki setler ile geniş kullanım alanı", "", "", "", "", ""
143,14,Duvara Monte ve El Tipi Otoskop/Oftalmoskop Seti,../urun-resimleri/minioftalmoskop.png,Mini Oftalmoskop, "Mini oftalmoskop", "Kompakt ve taşınabilir tasarım", "Kolay kullanım ve pratik uygulama", "Özellikle acil durumlar için uygundur", "Yüksek kaliteli optik sistem", "", "", "", "", ""
151,15,Dijital Yetişkin ve Bebek Terazileri-Boy Ölçerler,../urun-resimleri/terazi1.png,Dijital Yetişkin Terazi, "Dijital yetişkin terazi", "Yüksek hassasiyetli ölçüm", "Sağlık takibi için ideal", "Modern dijital ekran ve kolay kullanım", "Uzun ömürlü batarya", "", "", "", "", ""
152,15,Dijital Yetişkin ve Bebek Terazileri-Boy Ölçerler,../urun-resimleri/terazi2.png,Dijital Bebek Terazi, "Dijital bebek terazisi", "Bebeklerin güvenli ve hassas ölçümü", "Kompakt ve şık tasarım", "Kolay taşıma ve kullanma", "Sağlık uzmanları ve aileler için pratik çözüm", "", "", "", "", ""
153,15,Dijital Yetişkin ve Bebek Terazileri-Boy Ölçerler,../urun-resimleri/terazi3.png,Bebek Boy Ölçer, "Bebek boy ölçer", "Hassas ve güvenilir ölçüm", "Kolay taşınabilir ve kullanışlı", "Bebek sağlığı izlemeye yardımcı", "Uzun süreli dayanıklılık", "", "", "", "", ""
154,15,Dijital Yetişkin ve Bebek Terazileri-Boy Ölçerler,../urun-resimleri/boyolcerliterazi.png,Boy Ölçerli Terazi, "Boy ölçerli dijital terazi", "Boy ve kilo ölçümünü bir arada sunar", "Hızlı ve hassas ölçüm sonuçları", "Sağlık takibini kolaylaştırır", "Ekran üzerinden kolay okuma", "", "", "", "", ""
161,16,Medikal Taşıyıcılar,../urun-resimleri/tasiyici1.png,Medikal Taşıyıcı, "Medikal taşıyıcı", "Hastalar için konforlu taşıma çözümü", "Dayanıklı ve güvenli yapısı", "Hastanelerde ve kliniklerde ideal kullanım", "Kolay temizlenebilir malzeme", "", "", "", "", ""
162,16,Medikal Taşıyıcılar,../urun-resimleri/tasiyici2.png,Medikal Taşıyıcı, "Medikal taşıyıcı", "Hafif ve taşıması kolay", "Yüksek dayanıklılık ve güvenlik", "Taşıma işlemlerinde etkin kullanım", "Kullanıcı dostu tasarım", "", "", "", "", ""
163,16,Medikal Taşıyıcılar,../urun-resimleri/tasiyici3.png,Medikal Taşıyıcı, "Medikal taşıyıcı", "Hasta taşıma için ideal", "Konforlu ve güvenli", "Sağlık profesyonelleri için pratik ve kullanışlı", "Kolay taşıma ve saklama", "", "", "", "", ""
164,16,Medikal Taşıyıcılar,../urun-resimleri/araba1.png,Pansuman Arabası,Derinlik:510mm,Genişlik:850mm,Yükseklik:1030mm,ABS Plastik 4mm Üst tabla malzemesi,HPL gövde malzeme,Aliminyum Şase,Merkezi kilit sistemi,6 çekmece,Çekmecelerin iç bölmeleri vardır,ABS Plastik Sepet,2 adet frenli teker,İlaç depolama özelliği,Çöp kovası
165,16,Medikal Taşıyıcılar,../urun-resimleri/araba2.png,Acil Durum Arabası,Derinlik:510mm,Genişlik:850mm,Yükseklik:1030mm,ABS Plastik 4mm Üst tabla malzemesi,HPL gövde malzeme,Aliminyum Şase,Merkezi kilit sistemi,6 çekmece,Çekmecelerin iç bölmeleri vardır,ABS Plastik Sepet,2 adet frenli teker,İlaç depolama özelliği,Çöp kovası
166,16,Medikal Taşıyıcılar,../urun-resimleri/araba3.png,Anestezi İlaç Arabası,ABS Plastik 4mm Üst tabla malzemesi,HPL gövde malzeme,Aliminyum Şase,Merkezi kilit sistemi,6 çekmece,Çekmecelerin iç bölmeleri vardır,ABS Plastik Sepet,2 adet frenli teker,İlaç depolama özelliği,Çöp kovası
167,16,Medikal Taşıyıcılar,../urun-resimleri/serumtasiyici.png,Serum Taşıyıcılar,
171,17,Optik ve El Aletleri Grubu,../urun-resimleri/optik1.png,Optik ve El Aletleri Grubu,Kapalı Cerrahi El Aletleri,Laparoskopik Makaslar,Maryland Dissector,Portegü,Bağırsak Klempi,Rezekteskop Seti,
172,17,Optik ve El Aletleri Grubu,../urun-resimleri/optik2.png,Optik ve El Aletleri Grubu,Kapalı Cerrahi El Aletleri,Laparoskopik Makaslar,Maryland Dissector,Portegü,Bağırsak Klempi,Rezekteskop Seti,
173,17,Optik ve El Aletleri Grubu,../urun-resimleri/optik3.png,Optik ve El Aletleri Grubu,Kapalı Cerrahi El Aletleri,Laparoskopik Makaslar,Maryland Dissector,Portegü,Bağırsak Klempi,Rezekteskop Seti,
181,18,Medikal Ampuller,../urun-resimleri/medikalampul.png,Medikal Ampuller, "Medikal ampuller", "Yüksek kaliteli medikal içerik", "Hastaneler ve klinikler için güvenli kullanım", "Gelişmiş sterilizasyon ve korunma", "Çeşitli medikal işlemler için uygun", "", "", "", "", ""
182,18,Medikal Ampuller,../urun-resimleri/medikalampul2.png,Medikal Ampuller, "Medikal ampuller", "Steril ve güvenilir", "Farklı tedavi ihtiyaçlarına uygun", "Kolay kullanım ve taşınabilir", "Medikal cihazlar için uyumlu", "", "", "", "", ""
183,18,Medikal Ampuller,../urun-resimleri/medikalampul3.png,Medikal Ampuller, "Medikal ampuller", "Özelleştirilmiş içerik ve dozaj", "Hastaların tedavi süreçlerini destekler", "Yüksek kaliteli içerik ile güvenilirlik", "Tıbbi prosedürlerde kullanıma uygun", "", "", "", "", ""
184,18,Medikal Ampuller,../urun-resimleri/medikalampul4.png,Medikal Ampuller, "Medikal ampuller", "Geniş ürün yelpazesi", "Hastane ve klinik kullanımına uygun", "Uzun raf ömrü ve yüksek güvenlik", "Her türlü medikal tedavi için idealdir", "", "", "", "", ""
191,19,Pozisyon Jel Pedleri,../urun-resimleri/masaped.png,Masa Pedleri,50*23*1.3 cm,100*50*1.3 cm,50*50*1.3 cm,84*50*1.3 cm,160*50*1.3 cm,183*50*1.3 cm,
192,19,Pozisyon Jel Pedleri,../urun-resimleri/omuzped.png,Omuz ve Göğüs Jel Pedleri,47*10*5 cm,47*15*8 cm,47*15*12 cm,25*15*8 cm,25*15*8 cm,52*10*8 cm,
193,19,Pozisyon Jel Pedleri,../urun-resimleri/kolped.png,Kol Jel Pedleri,55*15*1.3 cm,41*15*5 cm,55*15*5 cm,
194,19,Pozisyon Jel Pedleri,../urun-resimleri/genelped.png,Genel Amaçlı Hasta Jel Pedleri,25*13*3 cm,35*12*3 cm,46*11*3 cm,
195,19,Pozisyon Jel Pedleri,../urun-resimleri/ayakped.png,Topuk ve Ayak Bileği Jel Pedleri,20*11*7 cm,16.8*8.5*5 cm,
196,19,Pozisyon Jel Pedleri,../urun-resimleri/jelped.png,Pozisyon Jel Pedleri,Viskoelastik polimer jelden imal edilmiştir,İnsan dokusuyla uyumludur,X-ışını geçirgen ve antibakteriyeldir,Basıncı azaltarak yatak yaralarını ve sinirlerin hasar görmesini engeller,Çalışma sıcaklığı aralığı -10/50 derece,Kolayca temizlenir,Uzun ömürlüdür,CE Sertifikalıdır,Su geçirmez,Vücudun değişik bölgelerine ameliyatlarda destek sağlar,MRI uyumludur,Radrasyon tedavisinde güvenlidir,
197,19,Pozisyon Jel Pedleri,../urun-resimleri/kafajelped.png,Kafa Jel Pedleri,20*4.5 cm,15*3.5 cm,9.2*2.4 cm,21*4.5 cm,15*3.5 cm,9.2*2.4 cm,
198,19,Pozisyon Jel Pedleri,../urun-resimleri/kafaped.png,Pron Entübasyon Kafa Pedleri,27*24*15 cm,28.5*24.5*14 cm,
201,20,Poliklinik Ürünleri,../urun-resimleri/tansiyonaleti.png,Tansiyon Aleti, "Tansiyon ölçüm cihazı", "Yüksek hassasiyetle kan basıncı ölçümü", "Kolay kullanım ve taşınabilirlik", "Polikliniklerde ve evde kullanım için ideal", "Gelişmiş dijital ekran ve doğruluk", "", "", "", "", ""
202,20,Poliklinik Ürünleri,../urun-resimleri/steteskop.png,Steteskoplar, "Yüksek kaliteli steteskoplar", "Medikal dinleme cihazı", "Kalp ve akciğer seslerini net dinler", "Konforlu kullanım için ergonomik tasarım", "Çeşitli modellerde farklı ihtiyaçlara uygun", "", "", "", "", ""
203,20,Poliklinik Ürünleri,../urun-resimleri/oksimetre.png,El ve Parmak Tipi Pulse Oksimetre, "Oksijen seviyesini ölçme cihazı", "Hızlı ve güvenilir sonuçlar", "Hastaların oksijen doygunluğunu izlemek için ideal", "Küçük ve taşınabilir", "Poliklinik ve evde kullanım için uygun", "", "", "", "", ""
204,20,Poliklinik Ürünleri,../urun-resimleri/fiberoptik.png,Fiberoptik Işık Kablosu, "Fiberoptik ışık kablosu", "Yüksek ışık iletimi ve dayanıklılık", "Medikal cihazlar için uyumlu", "Esnek yapısı ile kolay kullanım", "Kapsamlı medikal aydınlatma çözümleri sunar", "", "", "", "", ""
